Argument ID	Conclusion Farsi	Stance Farsi	Premise Farsi	Conclusion English	Stance English	Premise English	Source	Method
F01233	نباید بترسیم	به نفع	ترس ، بازداشتگاه نفس از گناهان و جلوگيرنده آن از نا فرمانيهاست .	We should not afraid	against	Fear is the prison of the soul from sins and prevents it from disobedience.	Nahj al-Balagha	extracted
F01234	نباید بترسیم	به نفع	هنگامى كه از چيزى مى ترسى، خود را در آن بيفكن، زيرا گاهى ترسيدن از چيزى، از خود آن سخت تر است	We should not afraid	in favor of	When you are afraid of something, throw yourself into it, because sometimes being afraid of something is harder than the thing itself.	Nahj al-Balagha	extracted
F01235	نباید لجوج باشیم	به نفع	هر كس كه از آبروى خود بيمناك است از جدال بپرهيزد.	We should not be stubborn	in favor of	Anyone who is afraid of her reputation should avoid stubbornness	Nahj al-Balagha	extracted
F01236	نباید لجوج باشیم	به نفع	لجاجت آراء انسان را سست، و او را به خطا مى افکند	We should not be stubborn	in favor of	The stubbornness of opinions weakens a person and makes her fall into error	Nahj al-Balagha	extracted
F01237	نباید لجوج باشیم	به نفع	نتيجه لجبازى هلاكت است.	We should not be stubborn	in favor of	The result of stubbornness is destruction.	Nahj al-Balagha	extracted
F01238	نباید لجوج باشیم	به نفع	مركب لجاجت، سوارِ خود به زمين مى زند	We should not be stubborn	in favor of	The vehicle of stubbornness hits its rider on the ground	Nahj al-Balagha	extracted
F01239	نباید لجوج باشیم	به نفع	لجاجت، خيزشگاه جنگهاست.	We should not be stubborn	in favor of	Stubbornness is the birthplace of wars.	Nahj al-Balagha	extracted
F01240	نباید لجوج باشیم	به نفع	لجاجت، انديشه را مى بَرد.	We should not be stubborn	in favor of	Stubbornness destroys thought.	Nahj al-Balagha	extracted
F01241	نباید لجوج باشیم	به نفع	لجاجت تدبير را سست مى كند	We should not be stubborn	in favor of	Stubbornness weakens wisdom	Nahj al-Balagha	extracted
F01242	باید بخشنده باشیم	به نفع	بخشش بيش از خويشاوندى محبّت آورد.	We must be people of forgiving	in favor of	Forgiveness brings more love than kinship.	Nahj al-Balagha	extracted
F01243	باید بخشنده باشیم	به نفع	بخشندگى، نگاه دارنده آبروست	We must be people of forgiving	in favor of	Forgiveness is the preserver of honor	Nahj al-Balagha	extracted
F01244	باید حیاء داشته باشیم	به نفع	آن كس كه لباس حياء بپوشد، كسى عيب او را نبيند.	We should have modesty	in favor of	The one who wears the clothes of modesty, no one will see her fault	Nahj al-Balagha	extracted
F01245	باید از دیگران کمک بخواهیم	در مقابل	از دست دادن حاجت بهتر از درخواست كردن از نا اهل است	We should ask for help from the others	against	Losing a need is better than asking someone who does not deserve it	Nahj al-Balagha	extracted
F01246	باید از دیگران کمک بخواهیم	در مقابل	برترين بى نيازى و دارايى، نوميدى است از آنچه در دست مردم است	We should ask for help from the others	against	The best lack of need and wealth is despair from what is in people's hands	Nahj al-Balagha	extracted
F01247	باید از دیگران کمک بخواهیم	در مقابل	بدان که گرامی ترین مردم بر مردم کسی است که خیرش به ایشان رسد و از ایشان مستغنی باشد، سوال نکند از ایشان. و بعد از آن گرامی تر کسی است که محتاج باشد و سوال نکند از ایشان، زیرا که اهل دنیا همگی از پی مال می روند، هرکه به ایشان در مال مزاحمت نمی رساند عزیز است نزد ایشان.	We should ask for help from the others	against	Know that the dearest people among the people is the one whose goodness reaches them and who is free from them, does not ask them. And after that, the one who is in need and does not ask them is more honorable, because the people of the world are all after wealth, whoever does not disturb them in their wealth is dear to them.	Nahj al-Balagha	deduced
F01248	باید از دیگران کمک بخواهیم	در مقابل	آبروى تو چون يخى جامد است كه درخواست آن را قطره قطره آب مى كند، پس بنگر كه آن را نزد چه كسى فرو مى ريزى	We should ask for help from the others	against	Your reputation is like solid ice, which is melted drop by drop by request, so watch who you pour it to.	Nahj al-Balagha	deduced
F01249	باید از دیگران کمک بخواهیم	در مقابل	درخواست كردن ، طوق خوارى است كه عزّت را از عزيز سلب مى كند و بزرگى را از بزرگ زاده	We should ask for help from the others	against	Asking is an insult that takes away honor from the owner of honor and greatness from the great-born	Nahj al-Balagha	deduced
F01250	باید از دیگران کمک بخواهیم	در مقابل	نياز خواهى از مردم ، مايه خوارى در زندگى و از بين رفتن حياست و از وقار آدمى مى كاهد و آن، فقر حاضر است، و كمتر دست نياز دراز كردن به سوى مردم ، توانگرى حاضر است .	We should ask for help from the others	against	Asking people is a humiliation and loss of modesty, and it reduces the dignity of a person, and that is available poverty, and less need to reach out to people is available wealth.	Nahj al-Balagha	deduced
F01251	باید از دیگران کمک بخواهیم	در مقابل	دست نياز به سوى مردم دراز كردن، عزّت را مى گيرد و حيا را مى بَرد، و چشم بركندن از آنچه در دست مردم است ، مايه عزّت مؤمنان است و طمع ، همان فقر حاضر است .	We should ask for help from the others	against	Reaching out the hand of need towards the people takes honor and takes away modesty, and turning away from what is in the hands of the people is a source of honor for the believers, and greed is the available poverty.	Nahj al-Balagha	deduced
